403.4893754,0.002903736
411.1299374,0.002903736
418.7700243,0.004190265
426.4077881,0.011766494
434.0438096,0.024059998
441.6771384,0.043643835
447.9180837,0.071865799
452.0717578,0.109514143
455.5304537,0.148195795
457.9464804,0.188974013
459.9417226,0.240654378
461.3833589,0.286726427
463.7998308,0.326299119
465.450756,0.369907703
466.5468556,0.411210063
467.7938465,0.448160535
471.8479882,0.471571906
478.130549,0.461538462
483.2075814,0.437178898
488.8526544,0.431438127
491.0779854,0.406354515
495.1481855,0.386287625
500.3214779,0.379598662
504.7552271,0.396152903
510.9951994,0.427009189
516.1918759,0.461658694
521.7331854,0.503524507
526.9293538,0.539549884
532.4732571,0.574392822
539.4055423,0.611432164
547.0339083,0.644453087
554.6640693,0.672613787
562.2970286,0.693198258
569.9323109,0.707493029
577.5695467,0.716498736
585.2073105,0.724074964
592.8427513,0.737940893
600.4799343,0.747089547
605.7498503,0.771505017
606.7117156,0.80012315
607.2590383,0.846153846
607.6061479,0.906354515
607.9588162,0.951505017
609.7907151,0.991638796
612.3958903,0.93812709
613.5193643,0.89632107
614.6465442,0.844481605
617.5287576,0.819312557
625.4520952,0.837289556
633.0865328,0.853871491
638.2716164,0.879598662
641.6074511,0.847826087
644.9065609,0.821687834
649.7818455,0.786195958
654.311422,0.746398633
658.1456607,0.708608022
661.6335111,0.668353945
664.7035582,0.630930233
667.5645584,0.595314809
670.7029907,0.560800083
673.4954895,0.522590158
676.2880215,0.484290381
680.1223239,0.446327552
683.2638052,0.403557595
686.7500294,0.367706308
690.2371828,0.329339141
693.7221404,0.296917237
697.556252,0.259471062
701.7361241,0.226188069
706.9585687,0.19107058
713.5707484,0.154485494
720.8777077,0.117404857
728.5281956,0.090530686
736.1764131,0.069803267
743.8236276,0.051791855
751.4690469,0.038640665
758.7652304,0.030735656
766.3810115,0.023411371
773.7703703,0.016722408
782.6371068,0.010033445
790.7651544,0.003344482
