wavelength,intensity
382.519002,0.003298942
387.6256479,0.003275597
392.7322939,0.003252252
397.8389398,0.003228908
402.9455858,0.003205563
407.9898378,0.005391666
413.0608301,0.006630862
418.0516016,0.010710777
422.9822075,0.01692123
427.7479152,0.028970937
432.1963795,0.044036023
435.5100171,0.066412311
437.9944468,0.085277454
439.1589477,0.109789886
440.0631398,0.135301575
440.4376519,0.154914066
440.9609438,0.177476687
441.3823504,0.200907659
441.608157,0.225786
441.7685986,0.252979
441.9780639,0.278436006
442.2322201,0.305049988
442.6698265,0.329472754
444.6214734,0.363320889
448.2617763,0.366859239
453.1979531,0.360544506
457.8288454,0.35271237
461.9164435,0.331244524
465.4884429,0.31159746
470.0279726,0.290563368
475.3931077,0.281386598
480.4863835,0.281836707
484.9994701,0.294613436
488.8290955,0.315155163
492.3005625,0.331942514
496.1999973,0.350012203
500.789665,0.368295708
505.4617818,0.383659585
510.0915599,0.400522731
514.4994681,0.417023957
518.3203783,0.437874306
521.3064972,0.455411221
524.1537154,0.477866786
526.9709746,0.501383237
529.3185462,0.525094699
531.7151415,0.547070166
533.8796166,0.569046694
536.2902188,0.590526163
538.6646367,0.613286961
541.0367202,0.636130425
543.4741687,0.65665923
545.8672624,0.678758697
548.3082127,0.699163502
550.6417774,0.723370962
553.1177447,0.742535772
555.2168547,0.766826959
557.6344603,0.788058429
559.9937042,0.811356558
562.4650025,0.830686701
565.3716523,0.851037717
568.6660889,0.874093937
572.2723094,0.894328104
576.3605973,0.913928878
581.2310377,0.92226987
586.1683287,0.928243596
591.107848,0.934138414
596.0050286,0.9415325
600.837587,0.951214942
605.5720977,0.964369372
610.2375295,0.979969977
615.1881906,0.985470251
619.8720063,0.97576403
623.785554,0.952240917
626.8582693,0.927672954
629.3527266,0.903035311
632.0430934,0.873514918
634.366772,0.846021267
636.7326656,0.824566457
639.0299754,0.795951908
641.2801184,0.771062248
643.2861327,0.743859344
645.7276047,0.719728209
648.4120292,0.688363587
650.7377505,0.660797603
652.8980165,0.6390906
655.4889491,0.610351758
658.4825207,0.578313112
661.1728875,0.548792719
663.9811507,0.521489716
666.3243658,0.496696063
668.6807093,0.474698868
670.8818284,0.451545202
673.646515,0.425785305
676.1445123,0.404903315
678.8779075,0.38207784
681.936112,0.357143158
684.6810381,0.33547481
687.1911557,0.317816337
690.3782864,0.295360738
693.4988848,0.275261131
696.4655676,0.252393261
700.1017648,0.230472871
703.7426309,0.208387149
707.8454031,0.18638197
712.3960746,0.164953334
716.8486985,0.146996687
722.0831034,0.126012018
727.7334679,0.106734918
733.2880131,0.090850897
738.733369,0.07883341
744.1452995,0.067999555
749.4770093,0.060006418
754.770837,0.053354731
760.0245544,0.048123404
765.2582165,0.043602256
770.5141623,0.038292019
775.6832021,0.036059227
778.7453328,0.034467256
783.7796175,0.03184372
