t,intensity
0.456622027,0.815319985
0.437759751,0.781839446
0.571869046,0.927727358
0.528114008,0.892655314
0.526396508,0.86809506
0.525166777,0.850509918
0.615434472,0.960087949
0.947880899,0.989071856
1.526380151,0.992861153
2.104614416,0.992861153
2.682848682,0.992861153
3.261082948,0.992861153
3.839317213,0.992861153
4.417551479,0.992861153
4.829875215,0.982840569
4.80714238,0.95307354
4.908646649,0.928022081
4.906915409,0.903265344
4.905170428,0.878312126
4.903466668,0.853948353
4.901804128,0.830174027
4.981544232,0.789207522
5.111160546,0.752720808
5.323435341,0.717000374
5.304688481,0.685170284
5.247928531,0.661002994
5.383707236,0.633888473
5.381918288,0.608306512
5.380924885,0.594100861
5.499700337,0.52071482
5.621464239,0.490063623
5.718306525,0.457408308
5.678729135,0.423014128
5.779542968,0.388089446
5.777481968,0.358617141
5.775701264,0.333153069
5.774019487,0.309103668
5.751441228,0.281547062
5.868874969,0.248037051
5.829396506,0.215057541
5.979798009,0.180486527
6.424200332,0.156689746
6.669351027,0.118594686
6.749697066,0.086293039
6.748130705,0.063894087
6.787297957,0.033360778
6.991888164,0.005875749
7.56999877,0.00410741
8.179737635,0.011654426
8.600712831,0.095818488
8.585945351,0.061831025
8.52219861,0.03619012
8.479783222,0.020275075
8.652598104,0.129027882
8.944147217,0.163805202
9.366648172,0.181193862
9.443002053,0.20992936
9.508337826,0.317355913
9.489508527,0.284346931
9.487777286,0.259590195
9.486046046,0.234833458
9.61510589,0.426639222
9.579780343,0.393983907
9.578049103,0.369227171
9.576812503,0.351543787
9.667080197,0.461121819
9.867520728,0.492421407
9.952598823,0.527788174
10.00953327,0.633200786
10.02278001,0.586379117
9.962899703,0.556965756
10.14642354,0.700731662
10.0947419,0.670434132
10.22291345,0.731412332
10.46605173,0.782664671
10.43093228,0.752956587
10.53946456,0.887468189
10.5205858,0.853751871
10.51885455,0.828995135
10.47619185,0.809543413
10.64343791,0.956787051
10.60821953,0.925664296
10.94303788,0.988566617
11.52157246,0.992861153
12.09980672,0.992861153
12.67804099,0.992861153
13.25627526,0.992861153
13.83450952,0.992861153
14.41270846,0.992355913
14.80431325,0.981366954
14.9057076,0.954743638
14.90383896,0.928022081
14.90210772,0.903265344
14.87949854,0.875266654
14.96000122,0.845204903
14.97776704,0.803943675
15.09854166,0.759145771
15.30212728,0.717295097
15.38215592,0.680454716
15.3804659,0.656287425
15.378611,0.62976235
15.3769622,0.606184506
15.32025172,0.582724551
15.47231232,0.552191243
15.4535902,0.52071482
15.65849485,0.497726422
15.69823094,0.47532747
15.73751361,0.446444611
15.77665201,0.41549869
15.7745704,0.385731662
15.77283916,0.360974925
15.75025059,0.333270958
15.85112625,0.299230445
15.84904121,0.269414296
15.84728249,0.244264596
15.84555125,0.219507859
15.96717088,0.1867936
16.4195163,0.158458084
16.68567683,0.125491205
16.76587036,0.091008608
16.68834377,0.065190868
16.80723051,0.032771332
17.06963237,0.005117889
17.6478313,0.00461265
18.22648955,0.010675524
18.56174365,0.079809132
18.5752061,0.036072231
18.68881119,0.125
18.9806037,0.163257859
19.4117002,0.185437874
19.504404,0.270789671
19.48173299,0.241906811
19.48000175,0.217150075
19.57499326,0.39427863
19.57299409,0.365690494
19.57127934,0.341169536
19.56953161,0.316177021
19.56813013,0.296135853
19.7032287,0.456170472
19.65959733,0.422866766
19.87115902,0.495073915
20.05235805,0.60559506
20.00003749,0.566161115
20.0184381,0.533977358
19.91413087,0.518946482
20.10728783,0.682340943
20.08840906,0.648624626
20.08688392,0.62681512
20.22582833,0.72372006
