t,intensity
1.250437063,0
1.911276224,0
2.572115385,0
3.232954545,0
3.893793706,0
4.610954387,0.00565612
4.84375,0.086176153
4.84375,0.058942723
4.84375,0.04192183
4.860270979,0.121580563
4.926354895,0.173554833
4.926354895,0.155966577
4.967657343,0.213029476
5.00895979,0.251126237
5.115166084,0.335009468
5.17416958,0.368742027
5.298076923,0.392699997
5.339379371,0.431984168
5.449519231,0.474287436
5.525240385,0.517269556
5.587194056,0.580392273
5.642263986,0.558349338
5.68631993,0.611829903
5.793706294,0.660402375
5.835008741,0.702389626
5.958916084,0.749487906
6.020869755,0.790057939
6.132386364,0.830403884
6.281075175,0.874877512
6.330638112,0.896456377
6.446284965,0.924377307
6.69409965,0.958773795
6.991477273,0.982814711
7.218640734,0.93918137
7.528409091,0.908440038
7.528409091,0.878015191
7.624781469,0.853789613
7.941433566,0.897400263
7.982736014,0.788468926
7.982736014,0.852297276
7.999256993,0.817575606
8.044689685,0.734005638
8.065340909,0.763793391
8.147945804,0.662240155
8.164466783,0.698438874
8.247071678,0.626226416
8.428802448,0.585435378
8.602272727,0.553190783
8.72618007,0.517028526
8.808784965,0.479587322
8.89138986,0.442713481
8.932692308,0.410659845
8.953343531,0.377044771
9.015297203,0.323371739
9.035948427,0.289250091
9.05659965,0.345541807
9.159855769,0.258619624
9.221809441,0.217148952
9.283763112,0.182600109
9.387019231,0.150124522
9.469624126,0.116229337
9.618312937,0.084068419
9.882648601,0.052084375
10.41958042,0.016499102
11.08041958,0
11.74125874,0
12.4020979,0
13.06293706,0
13.72377622,0
14.38461538,0.000345025
14.79763986,0.007177187
14.83894231,0.097694247
14.85959353,0.035265232
14.88850524,0.077223401
14.9215472,0.146897496
14.9215472,0.119664066
14.93806818,0.184117468
15.0041521,0.221226824
15.0041521,0.280799951
15.05371503,0.257654393
15.08675699,0.307045256
15.21066434,0.348138943
15.26848776,0.391791411
15.3552229,0.434859271
15.4378278,0.471458953
15.54108392,0.511889526
15.58238636,0.537200354
15.58238636,0.55997593
15.70629371,0.587500183
15.74759615,0.657004544
15.74759615,0.623530121
15.8715035,0.69956392
15.91280594,0.742969578
16.03671329,0.787420164
16.11931818,0.817022367
16.17714161,0.850046233
16.28452797,0.875753971
16.36713287,0.911178401
16.53234266,0.950660185
16.88046329,0.979737347
17.04173951,0.99352546
17.2895542,0.949285421
17.29643794,0.913683782
17.58396651,0.872795656
17.73011364,0.845767045
17.97792832,0.876702618
18.01923077,0.800110979
18.03988199,0.754155757
18.06053322,0.842665593
18.12248689,0.692885302
18.14313811,0.7235241
18.22574301,0.664523098
18.22574301,0.635587579
18.34138986,0.598602169
18.47355769,0.56411411
18.67180944,0.531899312
18.80397727,0.495482218
18.84527972,0.462719379
18.87006119,0.426381199
18.96918706,0.37889862
19.05179196,0.30391689
19.07244318,0.336068657
19.13439685,0.276120859
19.13439685,0.248698308
19.23352273,0.215002653
19.34090909,0.169752178
19.4152535,0.126358588
19.54742133,0.098370889
19.71263112,0.070012255
20.00174825,0.037689222
20.49737762,0.011548165
21.15821678,0.000309912
21.81905594,0.000348
22.4798951,0.000386089
23.14073427,0.000424178
23.80157343,3.67441E-05
24.49453671,0.001447812
24.85065559,0.043998957
24.87543706,0.009034607
24.91673951,0.127048515
24.91673951,0.09868036
24.91673951,0.077971606
24.91673951,0.199670994
24.95804196,0.16600983
25.01586538,0.224186793
25.0819493,0.256700509
25.09847028,0.282743428
25.20585664,0.340069502
25.29672203,0.383745488
25.32976399,0.414725419
25.45367133,0.456717431
25.515625,0.496051423
25.62714161,0.536453293
25.66018357,0.568499866
25.74278846,0.596872783
25.78409091,0.632999984
25.84191434,0.681756018
25.95756119,0.730102021
26.03190559,0.76772248
26.08972902,0.805682405
26.27145979,0.851649292
26.32102273,0.886450419
26.44493007,0.920593908
26.58948864,0.952090893
27.05620629,0.975538542
27.32880245,0.921495896
27.625,0.881131767
27.78725962,0.850247329
28.01442308,0.884089448
28.0350743,0.771023275
28.0722465,0.808520014
28.13833042,0.728355415
28.20441434,0.677564015
28.28701923,0.63662137
28.3861451,0.599010909
28.58439685,0.564129504
28.75786713,0.528821149
28.86112325,0.463722183
28.88177448,0.494928344
28.96437937,0.434792616
28.96437937,0.408126549
29.04698427,0.379195792
29.04698427,0.351962362
29.12958916,0.327003146
29.14611014,0.28292809
29.23284528,0.240769905
29.27414773,0.205453931
29.37740385,0.16434632
29.46000874,0.132984006
29.60456731,0.101645526
29.74912587,0.070590728
30.07954545,0.040397686
30.57517483,0.011916256
31.23601399,0.001316287
31.89685315,0.000928853
32.55769231,0.000966942
33.21853147,0.001005031
33.87937063,0.001043119
34.58977273,0.004147826
34.91193182,0.073157748
34.91193182,0.047059045
34.91193182,0.011315169
34.93258304,0.106633362
34.99453671,0.178692048
34.99453671,0.151458619
34.99453671,0.12791305
35.02757867,0.219317152
35.09366259,0.260171104
35.1597465,0.299360792
35.20930944,0.338133462
35.2423514,0.372744516
35.37451923,0.410538517
35.40756119,0.440837612
35.53146853,0.481694897
35.57277098,0.524533193
35.69667832,0.574184607
35.73798077,0.542414653
35.75863199,0.613052551
35.82058566,0.645395819
35.83710664,0.674842917
35.92384178,0.714676806
36.03535839,0.757235467
36.06840035,0.790371378
36.1840472,0.82357689
36.23361014,0.858464473
36.31621503,0.87775958
36.41534091,0.901594544
36.4979458,0.938500602
36.52272727,0.942572455
36.67967657,0.970714607
36.76228147,0.973442711
36.9652535,0.996213775
37.05965909,0.994517127
37.22486888,0.990149848
37.2455201,0.969300444
37.30747378,0.951573918
37.30747378,0.924907852
37.30747378,0.945900287
37.30747378,0.926042578
37.43728147,0.896693071
37.5862653,0.890456611
37.59659091,0.864074822
37.68607955,0.859541074
37.88570804,0.848063477
37.88570804,0.891466756
37.96831294,0.868209629
38.03026661,0.786796593
38.05091783,0.861973396
38.05091783,0.802967632
38.05091783,0.78254256
38.06743881,0.823393656
38.07156906,0.826798073
38.13352273,0.719002653
38.13352273,0.761100996
38.13352273,0.740562451
38.13352273,0.720137379
38.15417395,0.74929698
38.1954764,0.686127531
38.21612762,0.685816672
38.27808129,0.631920747
38.28221154,0.646388744
38.29873252,0.65433278
38.36068619,0.608521779
38.38133741,0.611217945
38.38133741,0.591927599
38.46394231,0.576613556
38.5465472,0.570944686
38.60850087,0.547686369
38.66219406,0.544966121
38.77371066,0.506967325
38.79436189,0.520208339
38.79436189,0.500889625
38.85631556,0.461319618
38.87696678,0.468554688
38.87696678,0.484157174
38.93892045,0.407283043
38.95957168,0.423454082
38.95957168,0.394329442
38.95957168,0.435368707
39.04217657,0.355800792
39.04217657,0.387147604
39.04217657,0.35367318
39.10413024,0.298358848
39.12478147,0.322662091
39.12478147,0.292970088
39.12478147,0.377507192
39.12478147,0.325877149
39.18673514,0.259726181
39.20738636,0.277088682
39.20738636,0.254961521
39.20738636,0.235103812
39.26245629,0.230000718
39.26934003,0.209434202
39.31064248,0.196812753
39.37259615,0.18518538
39.37259615,0.167313442
39.39324738,0.164335976
39.43454983,0.144679225
39.50476399,0.127856903
39.53780594,0.123352323
39.59975962,0.096860037
39.66171329,0.08830453
39.70301573,0.079674886
39.82692308,0.059256955
39.86822552,0.056989883
40.15734266,0.03204257
40.23994755,0.027224745
40.57036713,0.009655533
40.81818182,0.003570662
41.0659965,0.001457334
41.47902098,0.00148114
41.56162587,0.001485901
42.05725524,0.001514467
42.13986014,0.001519228
42.55288462,0.001543034
42.8006993,0.001557317
43.04851399,0.0015716
43.46153846,0.001595406
43.54414336,0.001600167
44.03977273,0.001628733
44.12237762,0.001633494
44.5354021,0.002224663
44.70061189,0.003936274
44.86582168,0.025505595
44.86582168,0.006782612
44.90712413,0.053119647
44.90712413,0.028912154
44.90712413,0.062386578
44.90712413,0.042528869
44.94842657,0.092364643
44.94842657,0.093877611
44.98972902,0.130474912
44.98972902,0.140687448
44.98972902,0.120262376
45.00625,0.168148775
45.03103147,0.170476392
45.07233392,0.22466195
45.07233392,0.204236878
45.07233392,0.237143939
45.07233392,0.216718867
45.07233392,0.196861158
45.10537587,0.261769402
45.11363636,0.269599489
45.15493881,0.299842324
45.15493881,0.299747763
45.19624126,0.326794452
45.23754371,0.367646977
45.27884615,0.344671151
45.28710664,0.348246015
45.33666958,0.387396926
45.33666958,0.385354419
45.4027535,0.412761866
45.41927448,0.434038935
45.45782343,0.432460645
45.48535839,0.466382441
45.50600962,0.461702886
45.56796329,0.487379638
45.58448427,0.504125907
45.58448427,0.512072233
45.66708916,0.547752786
45.66708916,0.54707195
45.73317308,0.578167258
45.76621503,0.605084868
45.78037587,0.595758235
45.81577797,0.66043967
45.83229895,0.636611372
45.8364292,0.639590266
45.89838287,0.668954878
45.89838287,0.675006751
45.91490385,0.696870095
45.93968531,0.703282727
45.98098776,0.741723958
46.0305507,0.742492755
46.06359266,0.725133348
46.1048951,0.777900498
46.1048951,0.775063683
46.14619755,0.805784723
46.16271853,0.809766943
46.2701049,0.846560957
46.27836538,0.843611145
46.31140734,0.865853683
46.41053322,0.892979353
46.41466346,0.889830726
46.49726836,0.91579235
46.59226399,0.937584569
46.60878497,0.944393878
46.74508304,0.972826626
46.98257212,0.970712702
47.09615385,0.988449346
47.10992133,0.98845014
47.30266608,0.963497272
47.30266608,0.9430722
47.35773601,0.948749005
47.36875,0.913119236
47.5229458,0.907624701
47.56883741,0.881509731
47.64134615,0.853051194
47.671211,0.875178207
47.77076049,0.843810635
47.9222028,0.902257764
47.96350524,0.880700346
48.04611014,0.892052369
48.04611014,0.856875856
48.04611014,0.836110367
48.04611014,0.816593076
48.10806381,0.745108894
48.10806381,0.745676257
48.12871503,0.806952664
48.12871503,0.774045603
48.12871503,0.852909076
48.12871503,0.768371972
48.14936626,0.79163505
48.19066871,0.681427146
48.21131993,0.715044601
48.21131993,0.688378534
48.21131993,0.722987684
48.21131993,0.702562612
48.29392483,0.653433728
48.29392483,0.654795399
48.33522727,0.631649365
48.3558785,0.617608318
48.37652972,0.613496126
48.47565559,0.589105225
48.50869755,0.584341279
48.65187937,0.566988221
48.73999126,0.550312824
48.7895542,0.544443472
48.85150787,0.51295839
48.85563811,0.510490599
48.93411276,0.451120572
48.95476399,0.483603301
48.95476399,0.452965692
48.95476399,0.432654093
48.97128497,0.479859656
48.98229895,0.385451069
49.0208479,0.389084415
49.03736888,0.422332845
49.0580201,0.406164187
49.11997378,0.369005474
49.11997378,0.34276493
49.13649476,0.344723285
49.18192745,0.260217168
49.20257867,0.293084893
49.20257867,0.261967728
49.20257867,0.306600293
49.20257867,0.282771042
49.28518357,0.234096048
49.30170455,0.227629061
49.36778846,0.207094325
49.36778846,0.186328835
49.4173514,0.183430035
49.45039336,0.150873402
49.47104458,0.163427501
49.51234703,0.134707124
49.58256119,0.120300148
49.61560315,0.116557456
49.67755682,0.090887845
49.73951049,0.08238097
49.78081294,0.073447381
49.90472028,0.056859152
49.94602273,0.055868647
